timestamp,frame_index,status,neck_ratio,torso_y,centroid_x,shoulder_width
2025-11-28T04:21:34.060151,1,Uncalibrated,0.7089069814793547,0.9238322079181671,0.5011872748533884,0.32548707507818464
2025-11-28T04:21:34.394935,2,Uncalibrated,0.6917787747879315,0.9286934733390808,0.5045629143714905,0.34178057856921135
2025-11-28T04:21:34.492870,3,Uncalibrated,0.6917279480726111,0.9365343749523163,0.5051773885885874,0.3555578061984106
2025-11-28T04:21:34.593544,4,Uncalibrated,0.6943349490167796,0.9390186667442322,0.5036206841468811,0.3599148152810015
2025-11-28T04:21:34.694208,5,Uncalibrated,0.7027452646425215,0.9417062103748322,0.5051866968472799,0.36167370718535996
2025-11-28T04:21:34.825759,6,Uncalibrated,0.7069819204701565,0.9422203302383423,0.5053405662377676,0.36187454315715967
2025-11-28T04:21:34.929831,7,Uncalibrated,0.7056382123801876,0.9428101778030396,0.5060922702153524,0.36371550728523533
2025-11-28T04:21:35.039272,8,Uncalibrated,0.7050787242585486,0.942616194486618,0.5062882403532664,0.3653271929364655
2025-11-28T04:21:35.145460,9,Uncalibrated,0.7153153201581466,0.9448949992656708,0.5060474475224813,0.36644369205576516
2025-11-28T04:21:35.275672,10,Uncalibrated,0.7189620980623496,0.9458441436290741,0.5064059495925903,0.36706298859190134
2025-11-28T04:21:35.403468,11,Uncalibrated,0.718712406453819,0.945295661687851,0.5057246585687002,0.36796313481066883
2025-11-28T04:21:35.498854,12,Uncalibrated,0.7190700959993865,0.9451505541801453,0.5045141577720642,0.3709415643147222
2025-11-28T04:21:35.600044,13,Uncalibrated,0.720120246092163,0.9450252652168274,0.5041662255922953,0.37114400869694186
2025-11-28T04:21:35.694253,14,Uncalibrated,0.722603347320133,0.9449247121810913,0.504028836886088,0.37073965075162457
2025-11-28T04:21:35.795242,15,Uncalibrated,0.7235126707363535,0.944871574640274,0.5032041072845459,0.37147591068537544
2025-11-28T04:21:35.893376,16,Uncalibrated,0.7292566557884617,0.9436511397361755,0.5019734601179758,0.37010939823256267
2025-11-28T04:21:35.994269,17,Uncalibrated,0.735049362271289,0.9431745409965515,0.49996815125147503,0.37086893616186134
2025-11-28T04:21:36.094232,18,Uncalibrated,0.7418703671219096,0.945084422826767,0.5003765424092611,0.3732755740451448
2025-11-28T04:21:36.193325,19,Uncalibrated,0.7434730738017206,0.9454562962055206,0.5003040929635366,0.37341468172410225
2025-11-28T04:21:36.293382,20,Uncalibrated,0.7463147605823751,0.9470445513725281,0.5006109774112701,0.37413797877711186
2025-11-28T04:21:36.393749,21,Uncalibrated,0.7464756882575838,0.9466687440872192,0.5007013082504272,0.3738160472365801
2025-11-28T04:21:36.493381,22,Uncalibrated,0.7499855874732925,0.9461338520050049,0.5010120073954264,0.37247341552592983
2025-11-28T04:21:36.592572,23,Uncalibrated,0.749207381897529,0.9463462829589844,0.5008232593536377,0.37340134881178333
2025-11-28T04:21:36.693448,24,Uncalibrated,0.7439882888716683,0.9455277323722839,0.5002136925856272,0.3748101888963321
2025-11-28T04:21:36.793909,25,Uncalibrated,0.7439591915459209,0.9458518624305725,0.49966679016749066,0.3759418580533862
2025-11-28T04:21:36.892733,26,Uncalibrated,0.7457558694251609,0.9458390176296234,0.4994642734527588,0.37555360843509744
2025-11-28T04:21:36.993612,27,Uncalibrated,0.7482471755317266,0.9465482532978058,0.49944719672203064,0.37557081022772454
2025-11-28T04:21:37.093301,28,Uncalibrated,0.7528782233105232,0.9471674561500549,0.49967682361602783,0.375529102371146
